phenotype	snp	adjustment	beta	SE	OR	p	type	n_total	n_cases	n_controls	HWE_p	allele_freq	n_no_snp	note	p.value	bonferroni	fdr	description	group
444.5	rs4266947_T	NA	NA	NA	NA	NA	NA	7585	NA	NA	NA	NA	38	 [Error: non-varying phenotype or genotype]	NA	NA	NA	Atheroembolism	circulatory system
446	rs4266947_T	NA	-17.20342873	3692.902118	3.38E-08	0.996283059	logistic	7600	15	7585	0.990435058	0.022828947	38		FALSE	FALSE	FALSE	Polyarteritis nodosa and allied conditions	circulatory system
446.1	rs4266947_T	NA	NA	NA	NA	NA	NA	7585	NA	NA	NA	NA	38	 [Error: non-varying phenotype or genotype]	NA	NA	NA	Thromboangiitis obliterans	circulatory system
446.2	rs4266947_T	NA	NA	NA	NA	NA	NA	7585	NA	NA	NA	NA	38	 [Error: non-varying phenotype or genotype]	NA	NA	NA	Acute febrile mucocutaneous lymph node syndrome (Kawasaki disease)	circulatory system
446.3	rs4266947_T	NA	NA	NA	NA	NA	NA	7585	NA	NA	NA	NA	38	 [Error: non-varying phenotype or genotype]	NA	NA	NA	Hypersensitivity angiitis	circulatory system
446.4	rs4266947_T	NA	NA	NA	NA	NA	logistic	7586	1	7585	0.990266093	0.022871078	38	 [Error: < 15  cases or controls]	NA	NA	NA	Wegener's granulomatosis	circulatory system
446.5	rs4266947_T	NA	NA	NA	NA	NA	logistic	7594	9	7585	0.990362999	0.022846984	38	 [Error: < 15  cases or controls]	NA	NA	NA	Giant cell arteritis	circulatory system
446.6	rs4266947_T	NA	NA	NA	NA	NA	logistic	7586	1	7585	0.990266093	0.022871078	38	 [Error: < 15  cases or controls]	NA	NA	NA	Polyarteritis nodosa	circulatory system
446.7	rs4266947_T	NA	NA	NA	NA	NA	NA	7585	NA	NA	NA	NA	38	 [Error: non-varying phenotype or genotype]	NA	NA	NA	Takayasu's disease	circulatory system
446.8	rs4266947_T	NA	NA	NA	NA	NA	logistic	7586	1	7585	0.990266093	0.022871078	38	 [Error: < 15  cases or controls]	NA	NA	NA	Thrombotic microangiopathy	circulatory system
446.9	rs4266947_T	NA	NA	NA	NA	NA	logistic	7588	3	7585	0.990290409	0.02286505	38	 [Error: < 15  cases or controls]	NA	NA	NA	Arteritis NOS	circulatory system
447	rs4266947_T	NA	NA	NA	NA	NA	logistic	7598	13	7585	0.990411097	0.022834957	38	 [Error: < 15  cases or controls]	NA	NA	NA	Other disorders of arteries and arterioles	circulatory system
447.1	rs4266947_T	NA	NA	NA	NA	NA	logistic	7593	8	7585	0.990350938	0.022849993	38	 [Error: < 15  cases or controls]	NA	NA	NA	Stricture of artery	circulatory system
447.7	rs4266947_T	NA	NA	NA	NA	NA	NA	7585	NA	NA	NA	NA	38	 [Error: non-varying phenotype or genotype]	NA	NA	NA	Aortic ectasia	circulatory system
448	rs4266947_T	NA	NA	NA	NA	NA	NA	7585	NA	NA	NA	NA	38	 [Error: non-varying phenotype or genotype]	NA	NA	NA	Disease of capillaries	circulatory system
450	rs4266947_T	NA	NA	NA	NA	NA	logistic	7649	1	7648	0.989392973	0.022878808	38	 [Error: < 15  cases or controls]	NA	NA	NA	Noninfectious disorders of lymphatic channels	circulatory system
451	rs4266947_T	NA	NA	NA	NA	NA	logistic	7389	8	7381	0.970024787	0.022804168	37	 [Error: < 15  cases or controls]	NA	NA	NA	Phlebitis and thrombophlebitis	circulatory system
451.2	rs4266947_T	NA	NA	NA	NA	NA	logistic	7387	6	7381	0.969962434	0.022810342	37	 [Error: < 15  cases or controls]	NA	NA	NA	Phlebitis and thrombophlebitis of lower extremities	circulatory system
452	rs4266947_T	NA	NA	NA	NA	NA	logistic	7382	1	7381	0.969806002	0.022825792	37	 [Error: < 15  cases or controls]	NA	NA	NA	Other venous embolism and thrombosis	circulatory system
452.1	rs4266947_T	NA	NA	NA	NA	NA	NA	7381	NA	NA	NA	NA	37	 [Error: non-varying phenotype or genotype]	NA	NA	NA	Iatrogenic pulmonary embolism and infarction	circulatory system
452.2	rs4266947_T	NA	NA	NA	NA	NA	NA	7381	NA	NA	NA	NA	37	 [Error: non-varying phenotype or genotype]	NA	NA	NA	Deep vein thrombosis [DVT]	circulatory system
452.8	rs4266947_T	NA	NA	NA	NA	NA	NA	7381	NA	NA	NA	NA	37	 [Error: non-varying phenotype or genotype]	NA	NA	NA	Postphlebitic syndrome	circulatory system
453	rs4266947_T	NA	NA	NA	NA	NA	NA	7381	NA	NA	NA	NA	37	 [Error: non-varying phenotype or genotype]	NA	NA	NA	Chronic venous hypertension	circulatory system
454	rs4266947_T	NA	-0.013770995	0.383362601	0.986323391	0.971344879	logistic	7535	154	7381	0.991218334	0.022826808	38		FALSE	FALSE	FALSE	Varicose veins	circulatory system
454.1	rs4266947_T	NA	-0.010456306	0.383421827	0.989598171	0.978243567	logistic	7534	153	7381	0.991207127	0.022829838	38		FALSE	FALSE	FALSE	Varicose veins of lower extremity	circulatory system
454.11	rs4266947_T	NA	-16.21820683	2301.544274	9.05E-08	0.994377623	logistic	7397	16	7381	0.970272943	0.022779505	37		FALSE	FALSE	FALSE	"Varicose veins of lower extremity, symptomtic"	circulatory system
455	rs4266947_T	NA	0.280479218	0.413735951	1.323764032	0.497823426	logistic	7485	104	7381	0.964410328	0.022912492	37		FALSE	FALSE	FALSE	Hemorrhoids	circulatory system
456	rs4266947_T	NA	NA	NA	NA	NA	logistic	7385	4	7381	0.969899956	0.02281652	37	 [Error: < 15  cases or controls]	NA	NA	NA	Chronic venous insufficiency [CVI]	circulatory system
457	rs4266947_T	NA	NA	NA	NA	NA	NA	7381	NA	NA	NA	NA	37	 [Error: non-varying phenotype or genotype]	NA	NA	NA	"Encounter for long-term (current) use of anticoagulants, antithrombotics, aspirin"	circulatory system
457.2	rs4266947_T	NA	NA	NA	NA	NA	NA	7381	NA	NA	NA	NA	37	 [Error: non-varying phenotype or genotype]	NA	NA	NA	Encounter for long-term (current) use of antiplatelets/antithrombotics	circulatory system
457.3	rs4266947_T	NA	NA	NA	NA	NA	NA	7381	NA	NA	NA	NA	37	 [Error: non-varying phenotype or genotype]	NA	NA	NA	Encounter for long-term (current) use of aspirin	circulatory system
458	rs4266947_T	NA	-16.64680166	2240.838924	5.89E-08	0.994072709	logistic	7645	23	7622	0.989340801	0.022890778	38		FALSE	FALSE	FALSE	Hypotension	circulatory system
458.1	rs4266947_T	NA	-16.25121682	2255.255714	8.75E-08	0.994250549	logistic	7638	16	7622	0.989248895	0.022911757	38		FALSE	FALSE	FALSE	Orthostatic hypotension	circulatory system
458.2	rs4266947_T	NA	NA	NA	NA	NA	logistic	7625	3	7622	0.989076152	0.02295082	38	 [Error: < 15  cases or controls]	NA	NA	NA	Iatrogenic hypotension	circulatory system
458.9	rs4266947_T	NA	NA	NA	NA	NA	logistic	7627	5	7622	0.989102904	0.022944801	38	 [Error: < 15  cases or controls]	NA	NA	NA	Hypotension NOS	circulatory system
459	rs4266947_T	NA	NA	NA	NA	NA	logistic	7626	4	7622	0.989089536	0.02294781	38	 [Error: < 15  cases or controls]	NA	NA	NA	Other disorders of circulatory system	circulatory system
459.1	rs4266947_T	NA	NA	NA	NA	NA	NA	7622	NA	NA	NA	NA	38	 [Error: non-varying phenotype or genotype]	NA	NA	NA	Hemorrhage NOS	circulatory system
459.7	rs4266947_T	NA	NA	NA	NA	NA	NA	7622	NA	NA	NA	NA	38	 [Error: non-varying phenotype or genotype]	NA	NA	NA	Blood vessel replaced	circulatory system
459.9	rs4266947_T	NA	NA	NA	NA	NA	logistic	7624	2	7622	0.989062753	0.02295383	38	 [Error: < 15  cases or controls]	NA	NA	NA	Circulatory disease NEC	circulatory system
464	rs4266947_T	NA	NA	NA	NA	NA	logistic	7617	6	7611	0.989549473	0.022909282	38	 [Error: < 15  cases or controls]	NA	NA	NA	Acute sinusitis	respiratory
465	rs4266947_T	NA	-0.427233048	1.007653121	0.652311514	0.671574408	logistic	7644	33	7611	0.989327719	0.022893773	38		FALSE	FALSE	FALSE	Acute upper respiratory infections of multiple or unspecified sites	respiratory
465.2	rs4266947_T	NA	NA	NA	NA	NA	logistic	7622	11	7611	0.989035905	0.022959853	38	 [Error: < 15  cases or controls]	NA	NA	NA	Acute pharyngitis	respiratory
465.4	rs4266947_T	NA	NA	NA	NA	NA	logistic	7612	1	7611	0.989484787	0.02292433	38	 [Error: < 15  cases or controls]	NA	NA	NA	Acute laryngitis and tracheitis	respiratory
470	rs4266947_T	NA	-0.02237872	0.453500313	0.977869826	0.960643045	logistic	7435	105	7330	0.991576551	0.022932078	38		FALSE	FALSE	FALSE	Septal Deviations/Turbinate Hypertrophy	respiratory
471	rs4266947_T	NA	-0.664887901	1.001906791	0.514331181	0.506931946	logistic	7375	45	7330	0.969585668	0.022847458	37		FALSE	FALSE	FALSE	Nasal polyps	respiratory
472	rs4266947_T	NA	NA	NA	NA	NA	logistic	7343	13	7330	0.969966791	0.022878932	37	 [Error: < 15  cases or controls]	NA	NA	NA	Chronic pharyngitis and nasopharyngitis	respiratory
473	rs4266947_T	NA	0.129206444	0.722590178	1.137925018	0.858086791	logistic	7367	37	7330	0.967903106	0.022940138	37		FALSE	FALSE	FALSE	Diseases of the larynx and vocal cords	respiratory
473.1	rs4266947_T	NA	NA	NA	NA	NA	logistic	7333	3	7330	0.969651281	0.022910132	37	 [Error: < 15  cases or controls]	NA	NA	NA	Chronic laryngitis	respiratory
473.3	rs4266947_T	NA	NA	NA	NA	NA	logistic	7331	1	7330	0.969587794	0.022916382	37	 [Error: < 15  cases or controls]	NA	NA	NA	Paralysis/spasm of vocal cords or larynx	respiratory
473.4	rs4266947_T	NA	NA	NA	NA	NA	logistic	7340	10	7330	0.968460389	0.022956403	37	 [Error: < 15  cases or controls]	NA	NA	NA	Voice disturbance	respiratory
474	rs4266947_T	NA	-0.327113733	0.708106559	0.721001737	0.644113219	logistic	7383	53	7330	0.968428213	0.022890424	37		FALSE	FALSE	FALSE	Acute and chronic tonsillitis	respiratory
474.1	rs4266947_T	NA	0.288858833	1.011209397	1.334903271	0.775141001	logistic	7345	15	7330	0.968623581	0.022940776	37		FALSE	FALSE	FALSE	Acute tonsillitis	respiratory
474.2	rs4266947_T	NA	-0.528088925	0.990738478	0.589730914	0.594015892	logistic	7363	33	7330	0.969204317	0.022884694	37		FALSE	FALSE	FALSE	Chronic tonsillitis and adenoiditis	respiratory
475	rs4266947_T	NA	-16.12682742	1483.489755	9.91E-08	0.99132647	logistic	7363	33	7330	0.970588288	0.022816787	37		FALSE	FALSE	FALSE	Chronic sinusitis	respiratory
475.9	rs4266947_T	NA	NA	NA	NA	NA	NA	7330	NA	NA	NA	NA	37	 [Error: non-varying phenotype or genotype]	NA	NA	NA	Postnasal drip	respiratory
476	rs4266947_T	NA	NA	NA	NA	NA	logistic	7332	2	7330	0.969619554	0.022913257	37	 [Error: < 15  cases or controls]	NA	NA	NA	Allergic rhinitis	respiratory
477	rs4266947_T	NA	-0.317493717	1.012921503	0.727971255	0.753943698	logistic	7355	25	7330	0.968947511	0.022909585	37		FALSE	FALSE	FALSE	Epistaxis or throat hemorrhage	respiratory
478	rs4266947_T	NA	NA	NA	NA	NA	logistic	7342	12	7330	0.967065635	0.023018251	37	 [Error: < 15  cases or controls]	NA	NA	NA	Throat pain	respiratory
479	rs4266947_T	NA	0.820088995	0.726143694	2.27070191	0.258739407	logistic	7349	19	7330	0.967302238	0.022996326	37		FALSE	FALSE	FALSE	Other upper respiratory disease	respiratory
480	rs4266947_T	NA	0.158591617	0.338434671	1.171859282	0.639353189	logistic	7638	165	7473	0.989248895	0.022911757	38		FALSE	FALSE	FALSE	Pneumonia	respiratory
480.1	rs4266947_T	NA	-0.132293401	0.500398214	0.876083913	0.791490013	logistic	7572	99	7473	0.991136882	0.0227813	37		FALSE	FALSE	FALSE	Bacterial pneumonia	respiratory
480.11	rs4266947_T	NA	-0.055521614	0.500071333	0.945991577	0.911594628	logistic	7564	91	7473	0.991046549	0.022805394	37		FALSE	FALSE	FALSE	Pneumococcal pneumonia	respiratory
480.12	rs4266947_T	NA	NA	NA	NA	NA	NA	7473	NA	NA	NA	NA	37	 [Error: non-varying phenotype or genotype]	NA	NA	NA	Pseudomonal pneumonia	respiratory
480.13	rs4266947_T	NA	NA	NA	NA	NA	NA	7473	NA	NA	NA	NA	37	 [Error: non-varying phenotype or genotype]	NA	NA	NA	MRSA pneumonia	respiratory
480.2	rs4266947_T	NA	NA	NA	NA	NA	logistic	7476	3	7473	0.99201374	0.022806314	37	 [Error: < 15  cases or controls]	NA	NA	NA	Viral pneumonia	respiratory
480.3	rs4266947_T	NA	NA	NA	NA	NA	logistic	7475	2	7473	0.992003347	0.022809365	37	 [Error: < 15  cases or controls]	NA	NA	NA	Pneumonia due to fungus (mycoses)	respiratory
480.5	rs4266947_T	NA	NA	NA	NA	NA	logistic	7475	2	7473	0.992003347	0.022809365	38	 [Error: < 15  cases or controls]	NA	NA	NA	Bronchopneumonia and lung abscess	respiratory
481	rs4266947_T	NA	NA	NA	NA	NA	logistic	7482	9	7473	0.992075824	0.022788025	37	 [Error: < 15  cases or controls]	NA	NA	NA	Influenza	respiratory
483	rs4266947_T	NA	NA	NA	NA	NA	logistic	7477	4	7473	0.99202412	0.022803263	37	 [Error: < 15  cases or controls]	NA	NA	NA	Acute bronchitis and bronchiolitis	respiratory
495	rs4266947_T	NA	NA	NA	NA	NA	NA	7606	NA	NA	NA	NA	38	 [Error: non-varying phenotype or genotype]	NA	NA	NA	Asthma	respiratory
495.1	rs4266947_T	NA	NA	NA	NA	NA	NA	7606	NA	NA	NA	NA	38	 [Error: non-varying phenotype or genotype]	NA	NA	NA	Chronic obstructive asthma	respiratory
495.11	rs4266947_T	NA	NA	NA	NA	NA	NA	7606	NA	NA	NA	NA	38	 [Error: non-varying phenotype or genotype]	NA	NA	NA	Chronic obstructive asthma with exacerbation	respiratory
495.2	rs4266947_T	NA	NA	NA	NA	NA	NA	7606	NA	NA	NA	NA	38	 [Error: non-varying phenotype or genotype]	NA	NA	NA	Asthma with exacerbation	respiratory
496	rs4266947_T	NA	-15.25354737	854.0703571	2.37E-07	0.985750679	logistic	7647	41	7606	0.989366918	0.022884791	38		FALSE	FALSE	FALSE	Chronic airway obstruction	respiratory
496.1	rs4266947_T	NA	NA	NA	NA	NA	logistic	7607	1	7606	0.988832482	0.023005127	38	 [Error: < 15  cases or controls]	NA	NA	NA	Emphysema	respiratory
496.2	rs4266947_T	NA	-15.93727154	1351.271325	1.20E-07	0.990589745	logistic	7635	29	7606	0.98920927	0.02292076	38		FALSE	FALSE	FALSE	Chronic bronchitis	respiratory
496.21	rs4266947_T	NA	-15.83643352	1357.86318	1.33E-07	0.990694674	logistic	7634	28	7606	0.98919603	0.022923762	38		FALSE	FALSE	FALSE	Obstructive chronic bronchitis	respiratory
496.3	rs4266947_T	NA	NA	NA	NA	NA	logistic	7616	10	7606	0.988954974	0.022977941	38	 [Error: < 15  cases or controls]	NA	NA	NA	Bronchiectasis	respiratory
497	rs4266947_T	NA	NA	NA	NA	NA	logistic	7608	2	7606	0.988846158	0.023002103	38	 [Error: < 15  cases or controls]	NA	NA	NA	Bronchitis	respiratory
498	rs4266947_T	NA	NA	NA	NA	NA	NA	7606	NA	NA	NA	NA	38	 [Error: non-varying phenotype or genotype]	NA	NA	NA	Acute bronchospasm	respiratory
500	rs4266947_T	NA	NA	NA	NA	NA	logistic	7565	2	7563	0.962530118	0.022868473	37	 [Error: < 15  cases or controls]	NA	NA	NA	Lung disease due to external agents	respiratory
500.1	rs4266947_T	NA	NA	NA	NA	NA	logistic	7565	2	7563	0.962530118	0.022868473	37	 [Error: < 15  cases or controls]	NA	NA	NA	Extrinsic allergic alveolitis	respiratory
500.2	rs4266947_T	NA	NA	NA	NA	NA	NA	7563	NA	NA	NA	NA	37	 [Error: non-varying phenotype or genotype]	NA	NA	NA	Pneumoconiosis	respiratory
501	rs4266947_T	NA	NA	NA	NA	NA	logistic	7570	7	7563	0.96271297	0.022853369	37	 [Error: < 15  cases or controls]	NA	NA	NA	Pneumonitis due to inhalation of food or vomitus	respiratory
502	rs4266947_T	NA	-0.304305164	1.04695606	0.737635732	0.77131362	logistic	7585	22	7563	0.961640147	0.022874094	37		FALSE	FALSE	FALSE	Postinflammatory pulmonary fibrosis	respiratory
503	rs4266947_T	NA	NA	NA	NA	NA	NA	7563	NA	NA	NA	NA	37	 [Error: non-varying phenotype or genotype]	NA	NA	NA	Pulmonary congestion and hypostasis	respiratory
504	rs4266947_T	NA	NA	NA	NA	NA	logistic	7574	11	7563	0.96285863	0.022841299	37	 [Error: < 15  cases or controls]	NA	NA	NA	Other alveolar and parietoalveolar pneumonopathy	respiratory
504.1	rs4266947_T	NA	NA	NA	NA	NA	NA	7563	NA	NA	NA	NA	37	 [Error: non-varying phenotype or genotype]	NA	NA	NA	Idiopathic fibrosing alveolitis	respiratory
505	rs4266947_T	NA	NA	NA	NA	NA	NA	7563	NA	NA	NA	NA	37	 [Error: non-varying phenotype or genotype]	NA	NA	NA	Other pulmonary inflamation or edema	respiratory
506	rs4266947_T	NA	NA	NA	NA	NA	logistic	7568	5	7563	0.962639933	0.022859408	37	 [Error: < 15  cases or controls]	NA	NA	NA	Empyema and pneumothorax	respiratory
507	rs4266947_T	NA	0.485649547	0.579295351	1.62523033	0.401836789	logistic	7605	42	7563	0.989393567	0.022945431	38		FALSE	FALSE	FALSE	Pleurisy; pleural effusion	respiratory
508	rs4266947_T	NA	NA	NA	NA	NA	logistic	7566	3	7563	0.962566757	0.022865451	37	 [Error: < 15  cases or controls]	NA	NA	NA	Pulmonary collapse; interstitial and compensatory emphysema	respiratory
509	rs4266947_T	NA	NA	NA	NA	NA	logistic	7571	8	7563	0.962749436	0.02285035	37	 [Error: < 15  cases or controls]	NA	NA	NA	"Respiratory failure, insufficiency, arrest"	respiratory
509.1	rs4266947_T	NA	NA	NA	NA	NA	logistic	7571	8	7563	0.962749436	0.02285035	37	 [Error: < 15  cases or controls]	NA	NA	NA	Respiratory failure	respiratory
509.2	rs4266947_T	NA	NA	NA	NA	NA	logistic	7567	4	7563	0.962603362	0.022862429	37	 [Error: < 15  cases or controls]	NA	NA	NA	Respiratory insufficiency	respiratory
509.3	rs4266947_T	NA	NA	NA	NA	NA	NA	7563	NA	NA	NA	NA	37	 [Error: non-varying phenotype or genotype]	NA	NA	NA	Pulmonary insufficiency or respiratory failure following trauma and surgery	respiratory
509.5	rs4266947_T	NA	NA	NA	NA	NA	logistic	7564	1	7563	0.962493443	0.022871497	37	 [Error: < 15  cases or controls]	NA	NA	NA	Respiratory arrest	respiratory
509.8	rs4266947_T	NA	NA	NA	NA	NA	NA	7563	NA	NA	NA	NA	37	 [Error: non-varying phenotype or genotype]	NA	NA	NA	Dependence on respirator [Ventilator] or supplemental oxygen	respiratory
510	rs4266947_T	NA	NA	NA	NA	NA	logistic	7649	8	7641	0.989392973	0.022878808	38	 [Error: < 15  cases or controls]	NA	NA	NA	Other diseases of lung	respiratory
510.2	rs4266947_T	NA	NA	NA	NA	NA	NA	7641	NA	NA	NA	NA	38	 [Error: non-varying phenotype or genotype]	NA	NA	NA	Lung transplant	respiratory
512	rs4266947_T	NA	0.242140724	0.359539307	1.273973459	0.500645168	logistic	7649	137	7512	0.989392973	0.022878808	38		FALSE	FALSE	FALSE	Other symptoms of respiratory system	respiratory
512.1	rs4266947_T	NA	NA	NA	NA	NA	logistic	7514	2	7512	0.966924279	0.022757519	37	 [Error: < 15  cases or controls]	NA	NA	NA	Wheezing	respiratory
512.2	rs4266947_T	NA	NA	NA	NA	NA	logistic	7520	8	7512	0.99104875	0.02287234	37	 [Error: < 15  cases or controls]	NA	NA	NA	Painful respiration	respiratory
512.3	rs4266947_T	NA	NA	NA	NA	NA	NA	7512	NA	NA	NA	NA	37	 [Error: non-varying phenotype or genotype]	NA	NA	NA	Abnormal chest sounds	respiratory
512.7	rs4266947_T	NA	-0.289895838	0.584363196	0.748341512	0.619832	logistic	7596	84	7512	0.965199566	0.022709321	38		FALSE	FALSE	FALSE	Shortness of breath	respiratory
512.8	rs4266947_T	NA	0.356299962	0.580380035	1.42803584	0.539276106	logistic	7560	48	7512	0.963942313	0.02281746	37		FALSE	FALSE	FALSE	Cough	respiratory
512.9	rs4266947_T	NA	NA	NA	NA	NA	NA	7512	NA	NA	NA	NA	37	 [Error: non-varying phenotype or genotype]	NA	NA	NA	Other dyspnea	respiratory
513	rs4266947_T	NA	NA	NA	NA	NA	logistic	7649	7	7642	0.989392973	0.022878808	38	 [Error: < 15  cases or controls]	NA	NA	NA	Respiratory abnormalities	respiratory
513.3	rs4266947_T	NA	NA	NA	NA	NA	logistic	7644	2	7642	0.989892109	0.022828362	38	 [Error: < 15  cases or controls]	NA	NA	NA	Hypoventilation	respiratory
513.31	rs4266947_T	NA	NA	NA	NA	NA	NA	7642	NA	NA	NA	NA	38	 [Error: non-varying phenotype or genotype]	NA	NA	NA	Apnea	respiratory
513.32	rs4266947_T	NA	NA	NA	NA	NA	NA	7642	NA	NA	NA	NA	38	 [Error: non-varying phenotype or genotype]	NA	NA	NA	Orthopnea	respiratory
513.4	rs4266947_T	NA	NA	NA	NA	NA	logistic	7644	2	7642	0.989892109	0.022828362	38	 [Error: < 15  cases or controls]	NA	NA	NA	Hyperventilation	respiratory
513.8	rs4266947_T	NA	NA	NA	NA	NA	logistic	7645	3	7642	0.989340801	0.022890778	38	 [Error: < 15  cases or controls]	NA	NA	NA	Disorders of diaphragm	respiratory
514	rs4266947_T	NA	-0.808098252	1.014912397	0.445704879	0.425901481	logistic	7649	44	7605	0.989392973	0.022878808	38		FALSE	FALSE	FALSE	Abnormal findings examination of lungs	respiratory
514.1	rs4266947_T	NA	NA	NA	NA	NA	NA	7605	NA	NA	NA	NA	37	 [Error: non-varying phenotype or genotype]	NA	NA	NA	Abnormal results of function study of pulmonary system	respiratory
514.2	rs4266947_T	NA	NA	NA	NA	NA	NA	7605	NA	NA	NA	NA	37	 [Error: non-varying phenotype or genotype]	NA	NA	NA	Solitary pulmonary nodule	respiratory
516	rs4266947_T	NA	-0.687782966	1.001920628	0.502689314	0.492420229	logistic	7649	44	7605	0.989392973	0.022878808	38		FALSE	FALSE	FALSE	Abnormal sputum	respiratory
516.1	rs4266947_T	NA	-0.687782966	1.001920628	0.502689314	0.492420229	logistic	7649	44	7605	0.989392973	0.022878808	38		FALSE	FALSE	FALSE	Hemoptysis	respiratory
519	rs4266947_T	NA	0.09545351	0.381111106	1.100157674	0.802230778	logistic	7649	137	7512	0.989392973	0.022878808	38		FALSE	FALSE	FALSE	"Other diseases of respiratory system, not elsewhere classified"	respiratory
519.1	rs4266947_T	NA	NA	NA	NA	NA	logistic	7513	1	7512	0.991464461	0.0228271	38	 [Error: < 15  cases or controls]	NA	NA	NA	Tracheostomy complications	respiratory
519.2	rs4266947_T	NA	NA	NA	NA	NA	logistic	7513	1	7512	0.991464461	0.0228271	38	 [Error: < 15  cases or controls]	NA	NA	NA	Respiratory complications	respiratory
519.8	rs4266947_T	NA	0.135083244	0.381264295	1.144632065	0.723111504	logistic	7643	131	7512	0.989314621	0.022896768	38		FALSE	FALSE	FALSE	"Other diseases of respiratory system, NEC"	respiratory
519.9	rs4266947_T	NA	NA	NA	NA	NA	logistic	7516	4	7512	0.991497268	0.022817988	38	 [Error: < 15  cases or controls]	NA	NA	NA	Symptoms involving respiratory system and other chest symptoms	respiratory
520	rs4266947_T	NA	0.68526336	0.518945926	1.98429435	0.186671181	logistic	7491	41	7450	0.991705226	0.022827393	38		FALSE	FALSE	FALSE	Disorders of tooth development	digestive
520.1	rs4266947_T	NA	NA	NA	NA	NA	logistic	7451	1	7450	0.993071791	0.022681519	38	 [Error: < 15  cases or controls]	NA	NA	NA	Hereditary disturbances in tooth structure	digestive
520.2	rs4266947_T	NA	0.695627074	0.519467772	2.004965943	0.180533245	logistic	7490	40	7450	0.991694502	0.022830441	38		FALSE	FALSE	FALSE	Disturbances in tooth eruption	digestive
521	rs4266947_T	NA	0.307458041	0.497474992	1.359963744	0.53655083	logistic	7518	68	7450	0.991989682	0.022745411	38		FALSE	FALSE	FALSE	Diseases of hard tissues of teeth	digestive
521.1	rs4266947_T	NA	0.307458041	0.497474992	1.359963744	0.53655083	logistic	7518	68	7450	0.991989682	0.022745411	38		FALSE	FALSE	FALSE	Dental caries	digestive
521.2	rs4266947_T	NA	NA	NA	NA	NA	NA	7450	NA	NA	NA	NA	38	 [Error: non-varying phenotype or genotype]	NA	NA	NA	"Dental abrasion, erosion and attrition"	digestive
521.4	rs4266947_T	NA	NA	NA	NA	NA	NA	7450	NA	NA	NA	NA	38	 [Error: non-varying phenotype or genotype]	NA	NA	NA	Tooth complications likely association with other diseases	digestive
522	rs4266947_T	NA	-15.87937953	1506.652746	1.27E-07	0.991590845	logistic	7478	28	7450	0.99331582	0.022599626	38		FALSE	FALSE	FALSE	Diseases of pulp and periapical tissues	digestive
522.1	rs4266947_T	NA	NA	NA	NA	NA	logistic	7452	2	7450	0.993080984	0.022678476	38	 [Error: < 15  cases or controls]	NA	NA	NA	Pulpitis and necrosis of tooth pulp	digestive
522.5	rs4266947_T	NA	-16.42708078	2433.041366	7.34E-08	0.994612991	logistic	7468	18	7450	0.993226439	0.022629888	38		FALSE	FALSE	FALSE	Periapical abscess	digestive
523	rs4266947_T	NA	0.695292135	0.516474214	2.004294513	0.178228943	logistic	7489	39	7450	0.991683765	0.022833489	38		FALSE	FALSE	FALSE	Gingival and periodontal diseases	digestive
523.1	rs4266947_T	NA	NA	NA	NA	NA	NA	7450	NA	NA	NA	NA	38	 [Error: non-varying phenotype or genotype]	NA	NA	NA	Gingivitis	digestive
523.3	rs4266947_T	NA	1.045426971	0.504708722	2.844612831	0.038326366	logistic	7481	31	7450	0.991597379	0.022857907	38		TRUE	FALSE	FALSE	Acute periodontitis	digestive
523.31	rs4266947_T	NA	NA	NA	NA	NA	logistic	7452	2	7450	0.993080984	0.022678476	38	 [Error: < 15  cases or controls]	NA	NA	NA	Acute periodontitis	digestive
523.32	rs4266947_T	NA	1.123404477	0.504740963	3.075306211	0.026033949	logistic	7479	29	7450	0.991575645	0.022864019	38		TRUE	FALSE	FALSE	Chronic periodontitis	digestive
524	rs4266947_T	NA	NA	NA	NA	NA	NA	7450	NA	NA	NA	NA	38	 [Error: non-varying phenotype or genotype]	NA	NA	NA	"Dentofacial anomalies, including malocclusion"	digestive
524.3	rs4266947_T	NA	NA	NA	NA	NA	NA	7450	NA	NA	NA	NA	38	 [Error: non-varying phenotype or genotype]	NA	NA	NA	Anomalies of tooth position/malocclusion	digestive
525	rs4266947_T	NA	-0.030155704	0.720270189	0.970294443	0.966604555	logistic	7493	43	7450	0.992628689	0.022687842	38		FALSE	FALSE	FALSE	Other diseases of the teeth and supporting structures	digestive
525.1	rs4266947_T	NA	NA	NA	NA	NA	NA	7450	NA	NA	NA	NA	38	 [Error: non-varying phenotype or genotype]	NA	NA	NA	Loss of teeth or edentulism	digestive
525.2	rs4266947_T	NA	NA	NA	NA	NA	NA	7450	NA	NA	NA	NA	38	 [Error: non-varying phenotype or genotype]	NA	NA	NA	Atrophy of edentulous alveolar ridge	digestive
526	rs4266947_T	NA	NA	NA	NA	NA	logistic	7451	1	7450	0.993071791	0.022681519	38	 [Error: < 15  cases or controls]	NA	NA	NA	Diseases of the jaws	digestive
526.1	rs4266947_T	NA	NA	NA	NA	NA	logistic	7451	1	7450	0.993071791	0.022681519	38	 [Error: < 15  cases or controls]	NA	NA	NA	Cysts of the jaws	digestive
526.3	rs4266947_T	NA	NA	NA	NA	NA	NA	7450	NA	NA	NA	NA	38	 [Error: non-varying phenotype or genotype]	NA	NA	NA	Anomalies of jaw size/symmetry	digestive
